id,danceability,energy,loudness,speechiness,duration_ms,acousticness,instrumentalness,liveness,valence,genre,song_name
2Vc6NJ9PW9gD9q343XFRKx,0.831,0.8140000000000001,-7.364,0.42,124539,0.0598,0.0134,0.0556,0.389,Dark Trap,Mercury: Retrograde
7pgJBLVz5VmnL7uGHmRj6p,0.7190000000000001,0.493,-7.23,0.0794,224427,0.401,0.0,0.118,0.124,Dark Trap,Pathology
0vSWgAlfpye0WCGeNmuNhy,0.85,0.893,-4.783,0.0623,98821,0.0138,4.14e-06,0.372,0.0391,Dark Trap,Symbiote
0VSXnJqQkwuH2ei1nOQ1nu,0.476,0.7809999999999999,-4.71,0.103,123661,0.0237,0.0,0.114,0.175,Dark Trap,ProductOfDrugs (Prod. The Virus and Antidote)
4jCeguq9rMTlbMmPHuO7S3,0.7979999999999999,0.624,-7.667999999999999,0.293,123298,0.217,0.0,0.166,0.591,Dark Trap,Venom
6fsypiJHyWmeINsOLC1cos,0.721,0.568,-11.295,0.414,112511,0.0452,0.212,0.128,0.109,Dark Trap,Gatteka
0XfQbq7DaMOmVXgQ71eA6E,0.718,0.6679999999999999,-4.162,0.1369999999999999,77584,0.0254,0.0078,0.124,0.038,Dark Trap,kamikaze (+ pulse)
0LLeuNBWPOg3XA73yab3PT,0.6940000000000001,0.711,-5.525,0.221,127524,0.0397,0.0,0.1119999999999999,0.283,Dark Trap,T.R.U. (Totally Rotten Underground)
37gqBnUAZe8BY8WR56kDNk,0.774,0.7509999999999999,-2.445,0.198,140326,0.0614,0.0,0.0728,0.1889999999999999,Dark Trap,I Put My Dick in Your Mental
2ggqfj97qyiORmXoVFzP5j,0.893,0.907,-10.406,0.367,121979,0.152,0.0311,0.5579999999999999,0.302,Dark Trap,Andromeda
7EL7ifncK2PWFYThJjzR25,0.8640000000000001,0.365,-10.219,0.0655,101172,0.187,0.0,0.1159999999999999,0.0478,Dark Trap,BRAINFOOD
0QiF3l617bIKVrkBqgdMHE,0.736,0.932,-3.726,0.271,115775,0.146,0.0025,0.182,0.18,Dark Trap,Troll Under the Bridge
5o7ZDvfOry1MNhNLBOJulo,0.825,0.7609999999999999,-5.388999999999999,0.104,163371,0.0111,0.00359,0.3339999999999999,0.161,Dark Trap,1000 Rounds
1umsRbM7L4ju7rn9aU8Ju6,0.767,0.5760000000000001,-9.683,0.256,96062,0.145,2.61e-06,0.0968,0.187,Dark Trap,Sacrifice
4SKqOHKYU5pgHr5UiVKiQN,0.765,0.726,-5.58,0.191,135079,0.0077,0.0,0.619,0.27,Dark Trap,Backpack
4Ag89Y7qSUrpxcgRtSzSam,0.617,0.541,-4.113,0.78,107999,0.125,0.0,0.369,0.43,Dark Trap,D(R)Own
28xkYPSP0P5xu5vT6MQfCy,0.755,0.298,-15.032,0.0915,123054,0.154,0.3289999999999999,0.1009999999999999,0.0372,Dark Trap,"Okay,ButThisIsTheLastTime"
3uE1swbcRp5BrO64UNy6Ex,0.8140000000000001,0.575,-9.635,0.0635,192833,0.172,0.000291,0.109,0.288,Dark Trap,TakingOutTheTrash
3KJrwOuqiEwHq6QTreZT61,0.812,0.813,-5.582999999999999,0.0984,180880,0.0987,0.00015,0.0758,0.348,Dark Trap,Io sono qui
4irYeuAi87yyGHcI4h9s0x,0.8490000000000001,0.648,-6.188,0.0832,111020,0.0725,0.00592,0.0984,0.196,Dark Trap,Paris
4QhUXx4ON40TIBrZIlnIke,0.602,0.578,-5.61,0.0283,186261,0.0343,0.0,0.1639999999999999,0.156,Dark Trap,Murder
09320vyX4qHd4GjHIpy5w0,0.8759999999999999,0.768,-6.606,0.201,124676,0.1119999999999999,1.21e-05,0.283,0.72,Dark Trap,High 'N Mighty
2SZLtfY7dz7NLSxxnvDDis,0.777,0.711,-3.902,0.1369999999999999,153685,0.312,0.0,0.205,0.293,Dark Trap,Euronymous
0KRKqIJPX6LT9v1ZQGbfn7,0.8290000000000001,0.59,-7.818,0.263,127128,0.0391,0.0107,0.114,0.332,Dark Trap,Hades
0jsbEBnXWgHLkvjV49vYVG,0.7829999999999999,0.929,0.551,0.0893,134447,0.2,0.00414,0.6890000000000001,0.152,Dark Trap,Nails
0wxwXyrJYHyGUKlBaCIhgp,0.787,0.727,-7.194,0.265,140038,0.000997,0.0017,0.376,0.21,Dark Trap,Squeeze
0vUhboOWxdj97denl4T91p,0.705,0.648,-10.467,0.141,155350,0.00476,0.000595,0.373,0.3979999999999999,Dark Trap,No Teeth
6xEnbXM1us9fDJy2LC0lru,0.69,0.76,-5.431,0.0895,154929,0.0525,0.0,0.134,0.0797,Dark Trap,Bang Ya Fucking Head
4ZOxwKHoHlhIZPzucOUVoY,0.799,0.966,-4.586,0.366,137221,0.089,0.0,0.6579999999999999,0.8640000000000001,Dark Trap,BLUE JUICE
2AoJ1NSLrqfppo6oT5Bqc8,0.936,0.476,-11.439,0.4029999999999999,175543,0.0139,0.0,0.402,0.363,Dark Trap,Loch Ness
30Q5BsSJBLb9SGm0BtuJj4,0.838,0.634,-8.076,0.0931,168202,0.00537,0.0,0.111,0.2239999999999999,Dark Trap,Hold Uh
3Xi5SYx5pOqte5tLKHEmPb,0.964,0.51,-7.002999999999999,0.242,136650,0.000214,6.47e-06,0.0549,0.474,Dark Trap,Bone Saw
2bmSQxuradc103RXzvjTkE,0.83,0.387,-12.908,0.345,132193,0.0858,0.407,0.0926,0.561,Dark Trap,Coffin Wave
2Tu4kHEeIVFn6Re2ybm2lQ,0.455,0.525,-12.692,0.0455,159974,0.136,0.7340000000000001,0.125,0.2789999999999999,Dark Trap,OhNo!
0QVG9r2otIXoWCHyh09SqU,0.748,0.573,-9.907,0.0543,195875,0.484,2.59e-06,0.0929,0.193,Dark Trap,TheArtOfCremation
78w3kPqUAwDjADBY3xAGHl,0.745,0.688,-9.263,0.103,107750,0.264,0.0090599999999999,0.077,0.522,Dark Trap,OakGroveRoad
02803el8p3mKqcJzJ3Agpp,0.722,0.519,-12.871,0.0516,143833,0.0253,0.0114,0.1889999999999999,0.128,Dark Trap,WhatWasThat
5Njf3sGQoxQJqcR4gUbttZ,0.657,0.473,-12.050999999999998,0.0368,114500,0.2319999999999999,0.026,0.108,0.153,Dark Trap,FunnyToSeeYouHere
7BLFY8GsDyUkaARTv0uwKH,0.936,0.474,-9.694,0.3929999999999999,166910,0.0213,0.0,0.111,0.168,Dark Trap,John Dee
2bmjoUqk5ELqted5imBtMd,0.765,0.62,-7.337999999999999,0.14,131350,0.0643,0.0001899999999999,0.16,0.218,Dark Trap,Kybalion
4Uk53I7Lz6bzctGoyNxf8W,0.65,0.952,-2.6860000000000004,0.5,122211,0.0912,0.351,0.337,0.256,Dark Trap,Killer
7FoW7q7uZGOHlGi9w5mUxN,0.386,0.936,-5.551,0.604,197053,0.1009999999999999,0.0019199999999999,0.381,0.193,Dark Trap,608
6dm3aVYUAfZtdFeLAG6R9F,0.563,0.68,-5.952999999999999,0.39,110000,0.236,3.28e-05,0.122,0.0396,Dark Trap,Eternal Dreams
5QArbhcHhpW48U4cK3Joj9,0.777,0.902,-3.915,0.349,134844,0.0905,0.0,0.275,0.462,Dark Trap,Nightmare Choir (I Been Asleep Too Long)
2Bkfvi3pCcwoJwnmd45OnA,0.607,0.7490000000000001,-4.497,0.0728,126224,0.0064099999999999,7.659999999999999e-05,0.2339999999999999,0.18,Dark Trap,Exodus
2XLdbJRfl2UHHzIurEFgAA,0.628,0.573,-8.161,0.0673,132702,0.00362,0.0,0.0874,0.0387,Dark Trap,Vengeance
2Iwf4sAnEgkuxxnJ61du8z,0.4679999999999999,0.325,-8.267000000000001,0.245,90645,0.115,0.726,0.109,0.0387,Dark Trap,Claustrophobia
04MKRNwoX7TqQkA0ZrtMbC,0.512,0.44,-7.816,0.233,86805,0.00386,3.11e-06,0.233,0.132,Dark Trap,Rearranged
5DV8yoddFyjLVfRT6pfAht,0.504,0.48,-8.885,0.045,176901,0.8320000000000001,0.000252,0.1009999999999999,0.878,Dark Trap,Paralax
1XKlzwkRZmyrz2OjVqNIyl,0.608,0.662,-8.474,0.0338,98482,0.0246,7.85e-06,0.0409,0.0637,Dark Trap,Exsanguination
78SOPBLZeBjDQ9NVTePOPE,0.7829999999999999,0.684,-7.435,0.0358,117447,0.00873,0.000548,0.222,0.173,Dark Trap,Mutiny
1NJel5c5LSc9Ac7UAeoJtp,0.6679999999999999,0.479,-7.321000000000001,0.0436,128888,0.0612,0.408,0.12,0.102,Dark Trap,Centipede
18hIrODUziu3KyUxeDKlcq,0.528,0.617,-6.122999999999999,0.0657,199664,0.2019999999999999,0.153,0.146,0.0356,Dark Trap,Грустная сука
04xhIz4DiBGDECn7kIFodv,0.7959999999999999,0.7559999999999999,-2.244,0.0572,112000,0.0059,0.00679,0.128,0.0292,Dark Trap,This World Is Sick
6Q1LtmZPFRGNZbH6VdarBQ,0.299,0.381,-6.9510000000000005,0.038,234000,0.445,0.0023,0.0932,0.0392,Dark Trap,Пламя
3uvKXKQxcmjPT7letWh3Pf,0.644,0.64,-7.877000000000001,0.0688,125048,0.00329,0.0,0.146,0.175,Dark Trap,2:45
1K86gziny1mnNIisKBqzhH,0.473,0.843,-5.981,0.225,183536,0.00345,2.53e-05,0.102,0.24,Dark Trap,who is he
7yvTs8trSYMtNNisA0nT73,0.471,0.618,-9.965,0.108,125500,0.0219,0.00664,0.16,0.0392,Dark Trap,Sleeping
3Pk6O7DndRfH1q6UFsCaWm,0.665,0.446,-14.845,0.172,156048,0.069,1.88e-05,0.3229999999999999,0.1169999999999999,Dark Trap,Timeless
5mPUo1HP5K4H6hepYHqbZx,0.812,0.7070000000000001,-6.815,0.0752,175203,0.236,0.0,0.5870000000000001,0.248,Dark Trap,Pound for Pound
2x7mBK5ozd9hwneRKMVpkD,0.262,0.897,-2.712,0.3979999999999999,153104,0.0237,0.0,0.11,0.253,Dark Trap,Finger Trembling
3kBa1eXqkSvfCLmG8VqQ10,0.5710000000000001,0.865,-4.99,0.0397,166426,0.0042,0.207,0.0906,0.177,Dark Trap,Overload
5XAPpyIoYF3QXP34Hv8Pvx,0.753,0.679,-7.0920000000000005,0.0349,145078,0.324,4.210000000000001e-05,0.423,0.19,Dark Trap,Kill Yourself (Part III)
4yORBk6ZyYsJpnJchyZevc,0.935,0.429,-6.697,0.118,123481,0.0308,0.0,0.102,0.0769,Dark Trap,2nd Hand
3NSgQjYihV40pOmn8AQevz,0.726,0.634,-6.843999999999999,0.0792,126850,0.5529999999999999,4.43e-06,0.0916,0.318,Dark Trap,Antarctica
3SCVHoGHV7GL0hmqcOIpqh,0.8540000000000001,0.98,-1.181,0.0569,122000,0.263,0.00053,0.5479999999999999,0.255,Dark Trap,Memoirs Of A Gorilla
70nmZhHZLNVYWP4NON41Zw,0.526,0.62,-7.244,0.281,205766,0.067,0.000241,0.139,0.187,Dark Trap,Runnin' Thru The 7th With My Woadies
4owRIrDAJPqNWGf2SGC3H8,0.84,0.444,-10.58,0.211,145636,0.532,0.000884,0.0623,0.376,Dark Trap,Mount Sinai
6yK9kwo8cBoVRNOylq0yNc,0.818,0.5760000000000001,-7.587999999999999,0.162,150187,0.29,0.0,0.105,0.285,Dark Trap,FUCKTHEPOPULATION
3bNCifwGPjqeeqzpjrFG9k,0.8809999999999999,0.903,-0.955,0.0813,131500,0.267,0.00253,0.109,0.272,Dark Trap,Magazine
599cYawsBthDvauPoXNr7U,0.77,0.623,-7.025,0.0569,199100,0.0601,0.0,0.1169999999999999,0.0947,Dark Trap,2 Hot 4 U (feat. $Uicdeboy$)
2I12vOWeJU5ayhr6ha6esf,0.8,0.505,-6.54,0.115,128418,0.0206,2.05e-05,0.198,0.179,Dark Trap,O Pana!
0kCfKToIFZFQQAaSQHcjRL,0.7809999999999999,0.493,-7.649,0.0522,133747,0.0717,0.586,0.123,0.0383,Dark Trap,LTE
4XQDrALwqj4J1YPqg58sDV,0.8170000000000001,0.911,-2.153,0.0455,116000,0.187,0.00173,0.42,0.34,Dark Trap,Champion Of Death
0AQXOzjEG2ofwGrDyqUY7H,0.8140000000000001,0.74,-5.438,0.0947,183937,0.11,2.28e-05,0.12,0.191,Dark Trap,Seppuku (feat. Suicideboy$ & Jgrxxn)
3cQPyVlnrmmWU5fQJxl0q9,0.6779999999999999,0.77,-3.2060000000000004,0.145,133903,0.125,0.0,0.184,0.284,Dark Trap,You're Now Tuning Into 66.6 FM With DJ Rapture (The Hottest Hour Of The Evening)
2wzpr7E2FkOISAbYQOtPmZ,0.755,0.7879999999999999,-4.572,0.216,137195,0.0355,0.0,0.311,0.465,Dark Trap,Slip On A Banana Clip
7EnGzsqQi0bAVGQw8i4WIQ,0.81,0.524,-6.705,0.0441,118236,0.0444,0.7140000000000001,0.105,0.155,Dark Trap,A Death In The Ocean Would Be Beautiful
3mRBSk7h2Vr0D0yott8VhC,0.8059999999999999,0.7020000000000001,-6.643,0.0688,126874,0.2739999999999999,0.138,0.3229999999999999,0.182,Dark Trap,Shattered Amethyst
7ae2GdeXS5Tvo5RvdNwgaz,0.89,0.74,-4.303,0.223,112500,0.318,1.17e-05,0.244,0.436,Dark Trap,Goosebumps
7tUXZgLbOCvRJ9FBlairoU,0.909,0.573,-6.856,0.181,134271,0.0332,0.0163,0.657,0.392,Dark Trap,Venom
7m1oRKYiZCfuKXRMWGefWR,0.735,0.933,-2.151,0.0788,281538,0.0185,0.0108,0.1,0.1159999999999999,Dark Trap,Bury Me
1AADsJz09BwnKW4yYFQwXU,0.698,0.987,-0.7340000000000001,0.1669999999999999,92308,0.0226,0.000558,0.3429999999999999,0.266,Dark Trap,Hack Slash
5zjdL4aLh3D3wOKeRkZSL6,0.5770000000000001,0.6920000000000001,-5.96,0.64,122483,0.372,0.0596,0.0989,0.0658,Dark Trap,2000 Rounds
1e0HLyx0SlmAhwTm2un9ft,0.8270000000000001,0.7709999999999999,-4.374,0.318,166452,0.0456,0.0,0.109,0.545,Dark Trap,Sea Sick
0SbKWYPENsANEIIgnCK45e,0.68,0.7070000000000001,-5.132999999999999,0.127,149804,0.00914,0.0063799999999999,0.0969999999999999,0.228,Dark Trap,Grain
1k31A67B0r2PDytoPR283x,0.721,0.899,-4.07,0.057,141972,0.0116,2.51e-05,0.126,0.0385,Dark Trap,"Beware, the Sirens"
7vNYfMAh3bvHGmRxve1YAg,0.777,0.812,-5.146,0.0447,140613,0.26,0.264,0.185,0.452,Dark Trap,Kali Yuga
4Ao4XHlqBTKsCil8R6e8fD,0.579,0.813,-4.573,0.367,135822,0.0605,3.5e-05,0.365,0.312,Dark Trap,Hexada
6rF4PCqJq0p4MAWgecwfIl,0.86,0.524,-4.698,0.0729,148939,0.578,0.96,0.0993,0.142,Dark Trap,Caligula
0K1fOHUHEsv1lnq2yU1VG5,0.425,0.508,-10.01,0.13,142232,0.0639,0.181,0.244,0.0679,Dark Trap,Niagara (feat. Lil Peep)
5dBP9gDiDlsXiitxvB4HGb,0.494,0.695,-10.566,0.7509999999999999,197077,0.00421,0.0158,0.223,0.0722,Dark Trap,Scrying Through Shattered Glass
0kHEr6iF9m7mrkTjv9pbZ6,0.649,0.772,-5.332000000000001,0.133,219749,0.7170000000000001,0.00305,0.103,0.0294,Dark Trap,Polaris
5twSsmNWVzQ5VNA6GzwtHn,0.8140000000000001,0.758,-6.5120000000000005,0.384,131590,0.185,0.091,0.204,0.82,Dark Trap,Rapture
7lnCmYYscC0mijoPe3Blx8,0.37,0.856,-5.489,0.401,236301,0.4029999999999999,0.00967,0.18,0.0755,Dark Trap,Blackmage
4Qwnjgav8p1B2F1EgcMQRW,0.888,0.906,-4.0280000000000005,0.365,137822,0.221,0.000474,0.266,0.477,Dark Trap,Tartarus
73IDzojzHitmvwVovPG7V2,0.816,0.62,-7.803999999999999,0.51,184733,0.255,1.09e-05,0.251,0.265,Dark Trap,Until the Light Takes Us
0FP2R9giDksk3a1GUQLfOz,0.713,0.8390000000000001,-6.377000000000001,0.349,149230,0.00417,0.706,0.106,0.0369,Dark Trap,As Above so Look out Below
1PeIKwD4ifLR2jYWCsUgnX,0.449,0.645,-4.784,0.0366,207442,0.0095599999999999,0.0084599999999999,0.107,0.0589,Dark Trap,Swan
0efgEM1LQDbK43rqPH2Iyd,0.923,0.94,-5.827999999999999,0.16,187260,0.0204,9.67e-06,0.136,0.8390000000000001,Dark Trap,Sneak Diss (feat. So6ix)
3lTAwJ7GAsm6mFkRejOXIm,0.8320000000000001,0.802,-4.039,0.22,166798,0.3429999999999999,0.00361,0.139,0.178,Dark Trap,Plague Doctor Mask
2U03OmZKC7YIPkYBgJnJfA,0.569,0.7120000000000001,-4.9110000000000005,0.347,145451,0.3779999999999999,3.41e-05,0.144,0.0711,Dark Trap,Some of Us May Never See the World
3jnTBMdckWNzC7PJV96kQ1,0.476,0.825,-3.941,0.0379,111491,7.44e-05,6.51e-05,0.115,0.43,Dark Trap,Filth
164uPGiUKnYHwJOHcgfy1e,0.4029999999999999,0.696,-5.956,0.236,272562,0.00114,0.265,0.0722,0.0696,Dark Trap,Homecoming
1j82fFDqVM2Sgb8tfMidBv,0.836,0.706,-4.065,0.0497,76042,5.19e-05,0.0,0.0927,0.0374,Dark Trap,Blood
05ConZJSdJrCGeurdurJ7m,0.818,0.7090000000000001,-4.425,0.2689999999999999,136777,0.00511,0.0,0.259,0.452,Dark Trap,Sweat
6dCuGVBOQmVNEbRIDEUHy0,0.8490000000000001,0.522,-5.513999999999999,0.151,138266,0.0019,0.0,0.209,0.0582,Dark Trap,Tears
0vWwLLUSleBmyBGmL5GbLv,0.703,0.536,-4.323,0.297,107050,0.000883,0.0112,0.139,0.161,Dark Trap,Anabolic
2JUs4EVimq0ShpPeIgeokl,0.708,0.298,-16.427,0.0578,139375,0.698,0.772,0.304,0.118,Dark Trap,HDMI
1LpFxoC3TDeUSjU2qp3Iu1,0.852,0.721,-7.4,0.0751,140187,0.354,0.000645,0.11,0.8029999999999999,Dark Trap,Dirt
3MAfAtD9lKvugbWzaz21LS,0.6940000000000001,0.514,-11.063,0.0449,142000,0.0336,0.000164,0.115,0.136,Dark Trap,Oxygen
63biRmMYSLjClGv5arakyn,0.595,0.3329999999999999,-13.235,0.0416,123167,0.474,0.0268,0.0998,0.105,Dark Trap,Branches
5m5aCXvh8q8fBNcGzneWQt,0.721,0.8029999999999999,-9.115,0.0822,178167,0.557,4.51e-05,0.109,0.175,Dark Trap,CtrlAltDelete
6YhDanPMUpBxzIOB8jlgOG,0.846,0.616,-7.82,0.0669,106250,0.0129,0.00309,0.1009999999999999,0.133,Dark Trap,BlastZone (ЗонаПоражения)
37fcOImXwKOFOUwKYud0W0,0.76,0.5760000000000001,-8.238,0.0491,140750,0.11,3.41e-06,0.1939999999999999,0.184,Dark Trap,CharacterSelect (ВыборПерсонажа)
12WAcEcT03Hkvdwb343fcU,0.529,0.8170000000000001,-10.039,0.0945,128261,0.0198,3.98e-05,0.178,0.181,Dark Trap,RestInPeace (Prod. by The Virus And Antidote)
4Ms7qEi3z5qNjpD41OWHhf,0.5589999999999999,0.514,-8.78,0.0523,123500,0.0203,0.000109,0.0982,0.0911,Dark Trap,BlackMold
3sRfyb4OsHeKhN9yMmXdPz,0.965,0.59,-8.639,0.0619,144735,0.607,0.0,0.0917,0.462,Dark Trap,Toxin
6IBsaKAy1kDhsqDK9niOht,0.596,0.8809999999999999,-4.566,0.2689999999999999,67030,0.0031899999999999,2.37e-06,0.0798,0.235,Dark Trap,Electric
0zltCbKuXQlZi0DHEli83W,0.7120000000000001,0.982,-2.386,0.289,115383,0.0127,0.0,0.147,0.5489999999999999,Dark Trap,Cranium
4a9j7bIg4BT9J87pQT7b8j,0.6970000000000001,0.873,-3.189,0.206,151667,0.1369999999999999,0.0,0.22,0.545,Dark Trap,Friday
1RlZcBrZ2215I0RIS5ElT0,0.841,0.516,-12.32,0.28,152137,0.0892,0.0,0.0781,0.26,Dark Trap,Hooky
7EuMuKPHTUKw97m0KJHbtx,0.7390000000000001,0.4629999999999999,-5.4510000000000005,0.293,175386,0.00673,0.0,0.423,0.0457,Dark Trap,Kalaxian Crystals
69m28mCqbgVcDI8GEkUzWw,0.865,0.8909999999999999,-5.617999999999999,0.265,125048,0.0866,0.0,0.0842,0.6709999999999999,Dark Trap,Slurp
0yOvaZL3DVgvYjzYKfilSF,0.775,0.634,-7.535,0.105,184189,0.176,1.78e-06,0.0628,0.521,Dark Trap,BROKE ft. Prohibeo
33wSeazReUjdpjlpG2O7gI,0.7390000000000001,0.498,-7.447999999999999,0.371,164807,0.136,0.0,0.0939,0.231,Dark Trap,Lies
6NGpZZYR8pzj7jo6oc2icJ,0.725,0.578,-8.311,0.0864,133068,0.0259,0.000117,0.387,0.0595,Dark Trap,Terry McGinnis
3YmPKPB5B6bfCZYgF0wmiq,0.63,0.8759999999999999,-4.871,0.1889999999999999,150831,0.0166,0.0,0.223,0.256,Dark Trap,Gremlin
7l6Wb98Dnxb5n1ufADNHLa,0.7040000000000001,0.838,-4.042,0.29,218201,0.0854,0.0,0.102,0.348,Dark Trap,Giant Squit
1ojp0kfnXyRvr5cemuU0qD,0.735,0.8109999999999999,-3.735,0.0601,100807,0.11,0.1639999999999999,0.528,0.42,Dark Trap,You Are Not Like Us
01gihn8zKrwsafKnD3UGDz,0.8640000000000001,0.727,-5.996,0.1,159242,0.0229,0.0,0.295,0.599,Dark Trap,Arachnids
5WY9OTNkgX1Sd1WluZL77F,0.48,0.984,-0.726,0.264,92918,0.0484,0.0,0.472,0.3929999999999999,Dark Trap,Give Ah Fuck
6xPjbdiUqIqM3uD1B0JA1o,0.726,0.823,-4.666,0.115,110793,0.0035299999999999,0.0,0.7070000000000001,0.156,Dark Trap,Death Wish
5X5Kd4ULRLE5Rd7p8tmahp,0.755,0.765,-7.256,0.288,144018,0.0272,0.0,0.565,0.401,Dark Trap,Allergies
11eVByVk8tL0JSBFlvan5i,0.8809999999999999,0.445,-9.83,0.107,138240,0.00209,0.0647,0.114,0.0379,Dark Trap,Cut Throat
21cGO6AxAJJDTV7Po9ywZa,0.8490000000000001,0.98,-0.964,0.0575,122182,0.254,0.000787,0.551,0.295,Dark Trap,Memoirs of a Gorilla
1Xy9svIXQU6euAlGi7uutt,0.602,0.762,-6.149,0.0347,159987,0.0498,0.00819,0.121,0.1119999999999999,Dark Trap,Benz Truck (гелик)
7ksRhRXztNfSwm8W7uFq1f,0.924,0.5429999999999999,-6.612,0.0854,183159,0.432,7.32e-05,0.11,0.104,Dark Trap,Norf Norf
6IkCht32pbDskKd8NWzWBF,0.919,0.493,-8.81,0.0613,126768,0.14,1.62e-06,0.122,0.159,Dark Trap,Dat $tick
6kl1qtQXQsFiIWRBK24Cfp,0.848,0.6629999999999999,-5.606,0.245,255413,0.523,0.0,0.108,0.3329999999999999,Dark Trap,"RAF (feat. A$AP Rocky, Playboi Carti, Quavo, Lil Uzi Vert & Frank Ocean)"
5Uj6Zy5QoGdEZob7xRUakV,0.475,0.7879999999999999,-4.851,0.342,237101,0.231,0.0,0.128,0.26,Dark Trap,Crazy
6oBL8TdQHEO7jeEdqECg37,0.762,0.41,-11.979,0.0551,271404,0.278,3.43e-05,0.157,0.0813,Dark Trap,Still Cold / Pathway Private
3RAMLlYnwk3CObaU4V4RBx,0.789,0.623,-8.337,0.138,151629,0.242,0.0,0.0835,0.6779999999999999,Dark Trap,The Chills
7m1p5O2UOyQM14DVIZUwGx,0.7559999999999999,0.794,-4.539,0.208,137195,0.0362,0.0,0.314,0.474,Dark Trap,Slip on a Banana Clip
6lsxMdXKFAXZDPe8om1iOI,0.799,0.546,-6.081,0.3229999999999999,182647,0.185,3.19e-06,0.0836,0.736,Dark Trap,Lights
0FmrNFYyLLRtIS7XWJPLLk,0.931,0.273,-11.723,0.176,150100,0.00946,0.0,0.1369999999999999,0.0603,Dark Trap,Akina Speed Star
6eL1ncVDtQHgSm3E288TS7,0.898,0.547,-5.707000000000001,0.313,198133,0.484,1.04e-05,0.37,0.763,Dark Trap,Big Fish
27H0ZfxRxOC97n72akzapS,0.835,0.5589999999999999,-5.617000000000001,0.0327,144812,0.0017699999999999,5.5e-05,0.1159999999999999,0.267,Dark Trap,The Bodies Fall Just Like the Leaves
6jSvKhj9D9tXTgiyOHhYn8,0.716,0.745,-6.374,0.318,168883,0.216,0.0,0.103,0.0971,Dark Trap,Story: No Title
3Bo3lNVQTtZYMCoItX8dKW,0.723,0.4589999999999999,-10.259,0.239,197143,0.0009599999999999,0.0,0.11,0.313,Dark Trap,P.S Fuck You Cunt (feat. Lil Peep)
40zwfL4MFqa3LN5Cauu70u,0.8490000000000001,0.736,-6.6610000000000005,0.147,173479,0.0049299999999999,0.0,0.0757,0.271,Dark Trap,Torch
6fMIRwUAU2Zyb2IaMGiyAg,0.762,0.509,-7.354,0.0631,175465,0.148,0.0,0.155,0.0671,Dark Trap,"Buff Squad (feat. Pouya, Shakewell & Germ)"
1uDtlAvSiXgktRJjA8LpWC,0.7559999999999999,0.74,-4.531000000000001,0.0563,171782,0.00834,0.171,0.6459999999999999,0.308,Dark Trap,Sarcophagus III (feat. $Uicideboy$)
2XT4tF5bnKqmxZi6rxN43d,0.727,0.846,-3.555,0.1939999999999999,145568,0.0245,0.0,0.143,0.529,Dark Trap,Virginia Tech
177BasCdDuPYuv0E0Ujbqs,0.7829999999999999,0.497,-7.652,0.0508,133748,0.0716,0.6,0.124,0.0381,Dark Trap,Lte
0AANzyXvGrG0buJ8bksZyt,0.841,0.5760000000000001,-7.593,0.125,150205,0.289,0.0,0.105,0.278,Dark Trap,Fuckthepopulation
2ww1CemCVpqs9sQXO9jfN2,0.685,0.402,-8.076,0.0734,104230,0.208,0.0206,0.402,0.107,Dark Trap,Gloss of Blood
4kBrbBGK0vLW1CihB20Qtq,0.556,0.449,-10.363,0.2269999999999999,203960,0.0807,0.0372,0.446,0.484,Dark Trap,100K
7Cye3UbCA6UNuDykdCf3AB,0.625,0.45,-9.985,0.0311,206472,0.0776,0.000217,0.1169999999999999,0.0362,Dark Trap,Dark Light
35su7ZktjYPHSIUSKlr7XD,0.8,0.8240000000000001,-5.159,0.0604,128000,0.0128,0.000221,0.0527,0.462,Dark Trap,"But Wait, There's More (feat. $uicideBoy$)"
4zoYSZrDb3EUPWlDi2OwAC,0.7340000000000001,0.7240000000000001,-5.648,0.267,203294,0.0133,0.0,0.248,0.256,Dark Trap,Great Influence
44X2fcZQhyywsHTmvbS5zY,0.777,0.742,-8.222999999999999,0.289,130638,0.165,0.0,0.0957,0.605,Dark Trap,It Don't Matter
7yZBKFxnmoHLJFhAy2BBlo,0.733,0.66,-6.87,0.0436,227027,0.0219,0.0,0.151,0.259,Dark Trap,absolute in doubt
4CHp6dRZTeFAu4bSOxfH7Y,0.8029999999999999,0.789,-3.434,0.0383,106021,0.0304,0.0,0.3779999999999999,0.647,Dark Trap,Boss
46eK1kembooWblMi7M7yLM,0.649,0.5379999999999999,-9.793,0.0918,150000,0.0483,0.401,0.0928,0.355,Dark Trap,Look at Me Now
4mx0eNjjZUyOzfY3I4P9HD,0.58,0.867,-4.031000000000001,0.165,128109,0.0152,0.182,0.14,0.482,Dark Trap,Bulletproof
6lt8N5nSY1EaiyeDRAIwcW,0.8009999999999999,0.679,-8.747,0.0527,227115,0.17,8.85e-06,0.188,0.483,Dark Trap,Contraband
3PcrNUFsSYnkJJNE6roBKl,0.677,0.655,-5.541,0.0433,196827,0.0027,0.276,0.162,0.146,Dark Trap,Deira City Centre
2djY65hifu2a4R2WqcXqKL,0.623,0.716,-7.449,0.207,270000,0.22,2.54e-06,0.113,0.203,Dark Trap,Kyoto
2KSFen8RLeGFqBQ8Dfx1gU,0.797,0.542,-7.324,0.346,110769,0.018,0.0,0.0838,0.313,Dark Trap,Pull Out Game
